date,open,high,low,close,volume,ticker
2024-05-24 00:00:00+05:30,246.95,246.95,238.15,238.95,1327551,NIACL
2024-05-27 00:00:00+05:30,238.95,239.3,231.9,233.25,1177980,NIACL
2024-05-28 00:00:00+05:30,234.0,235.75,227.05,231.55,891993,NIACL
2024-05-29 00:00:00+05:30,231.0,236.8,228.65,234.6,974840,NIACL
2024-05-30 00:00:00+05:30,234.55,234.55,227.95,228.8,739787,NIACL
2024-05-31 00:00:00+05:30,229.25,233.3,226.55,228.75,695265,NIACL
2024-06-03 00:00:00+05:30,240.0,242.7,233.0,238.3,1746530,NIACL
2024-06-04 00:00:00+05:30,238.0,238.0,192.45,200.0,3298040,NIACL
2024-06-05 00:00:00+05:30,205.0,211.15,195.5,209.35,1423360,NIACL
2024-06-06 00:00:00+05:30,214.8,222.3,213.55,217.15,1324272,NIACL
2024-06-07 00:00:00+05:30,218.95,223.0,216.8,221.0,589130,NIACL
2024-06-10 00:00:00+05:30,222.8,250.0,222.11,239.58,6746419,NIACL
2024-06-11 00:00:00+05:30,239.8,247.4,234.52,240.84,2888318,NIACL
2024-06-12 00:00:00+05:30,240.9,242.68,239.0,240.38,1079031,NIACL
2024-06-13 00:00:00+05:30,240.6,248.0,239.3,241.77,2609499,NIACL
2024-06-14 00:00:00+05:30,245.0,253.58,242.05,244.15,3642952,NIACL
2024-06-18 00:00:00+05:30,244.15,244.85,239.1,242.83,1043160,NIACL
2024-06-19 00:00:00+05:30,241.0,243.5,236.48,237.88,699029,NIACL
2024-06-20 00:00:00+05:30,237.31,254.0,237.31,251.09,4530768,NIACL
2024-06-21 00:00:00+05:30,255.3,263.25,250.78,252.57,8477299,NIACL
2024-06-24 00:00:00+05:30,252.57,255.0,244.51,245.47,2000610,NIACL
2024-06-25 00:00:00+05:30,245.5,247.39,237.81,238.71,1368835,NIACL
2024-06-26 00:00:00+05:30,239.8,241.79,237.7,240.11,811473,NIACL
2024-06-27 00:00:00+05:30,242.0,247.95,231.0,232.33,2403716,NIACL
2024-06-28 00:00:00+05:30,235.0,239.37,233.03,236.94,1110003,NIACL
2024-07-01 00:00:00+05:30,238.05,252.0,236.05,245.49,3243150,NIACL
2024-07-02 00:00:00+05:30,248.9,249.0,239.29,242.23,926296,NIACL
2024-07-03 00:00:00+05:30,243.0,247.0,240.9,245.31,1056807,NIACL
2024-07-04 00:00:00+05:30,245.31,260.0,241.65,255.84,4595397,NIACL
2024-07-05 00:00:00+05:30,261.0,281.3,256.13,273.84,15736110,NIACL
2024-07-08 00:00:00+05:30,276.25,290.0,268.5,275.82,7951633,NIACL
2024-07-09 00:00:00+05:30,277.8,283.2,268.6,271.31,3590660,NIACL
2024-07-10 00:00:00+05:30,272.0,279.66,261.15,276.11,3963664,NIACL
2024-07-11 00:00:00+05:30,277.0,292.01,274.57,286.81,9459235,NIACL
2024-07-12 00:00:00+05:30,289.1,291.85,284.0,288.04,3643050,NIACL
2024-07-15 00:00:00+05:30,290.0,294.45,281.53,285.59,4845103,NIACL
2024-07-16 00:00:00+05:30,286.0,299.23,286.0,289.92,6609234,NIACL
2024-07-18 00:00:00+05:30,290.0,291.7,280.0,280.44,2596407,NIACL
2024-07-19 00:00:00+05:30,280.0,280.0,263.2,265.2,2823102,NIACL
2024-07-22 00:00:00+05:30,263.0,274.39,260.78,270.82,1872220,NIACL
2024-07-23 00:00:00+05:30,270.81,271.93,239.0,255.42,4793353,NIACL
2024-07-24 00:00:00+05:30,255.6,266.7,255.42,260.29,2128247,NIACL
2024-07-25 00:00:00+05:30,259.0,267.95,256.93,258.44,2353290,NIACL
2024-07-26 00:00:00+05:30,260.15,310.11,256.99,291.73,41638885,NIACL
2024-07-29 00:00:00+05:30,291.0,295.0,276.5,280.28,7017043,NIACL
2024-07-30 00:00:00+05:30,280.7,297.8,278.54,285.64,10491030,NIACL
2024-07-31 00:00:00+05:30,286.39,302.9,283.55,292.88,11568344,NIACL
2024-08-01 00:00:00+05:30,293.4,301.95,278.5,279.85,7493881,NIACL
2024-08-02 00:00:00+05:30,275.4,282.85,272.25,278.95,3440484,NIACL
2024-08-05 00:00:00+05:30,279.05,279.05,258.8,261.1,3566880,NIACL
2024-08-06 00:00:00+05:30,265.0,271.95,252.3,253.7,2480222,NIACL
2024-08-07 00:00:00+05:30,258.1,265.3,254.2,263.4,2134032,NIACL
2024-08-08 00:00:00+05:30,262.1,272.8,258.2,260.3,4024254,NIACL
2024-08-09 00:00:00+05:30,264.0,264.0,250.1,251.75,2315643,NIACL
2024-08-12 00:00:00+05:30,251.7,253.0,241.55,246.75,2990664,NIACL
2024-08-13 00:00:00+05:30,248.3,249.9,236.35,238.8,1456486,NIACL
2024-08-14 00:00:00+05:30,240.0,240.65,230.2,236.95,2179151,NIACL
2024-08-16 00:00:00+05:30,240.0,241.45,236.6,238.2,1236519,NIACL
2024-08-19 00:00:00+05:30,241.5,253.65,239.55,251.95,3646099,NIACL
2024-08-20 00:00:00+05:30,253.0,262.95,251.1,258.8,2289265,NIACL
2024-08-21 00:00:00+05:30,260.95,276.4,258.5,273.4,6417749,NIACL
2024-08-22 00:00:00+05:30,273.5,274.7,266.6,268.6,1576094,NIACL
2024-08-23 00:00:00+05:30,270.9,270.95,263.4,264.25,1129762,NIACL
2024-08-26 00:00:00+05:30,265.45,267.6,262.3,264.75,911536,NIACL
2024-08-27 00:00:00+05:30,266.0,277.65,264.8,269.05,2978559,NIACL
2024-08-28 00:00:00+05:30,269.05,274.65,266.5,270.1,2017311,NIACL
2024-08-29 00:00:00+05:30,270.5,270.75,261.25,262.0,1140242,NIACL
2024-08-30 00:00:00+05:30,264.0,268.55,262.2,264.85,1003907,NIACL
2024-09-02 00:00:00+05:30,265.8,271.35,259.0,265.0,2178431,NIACL
2024-09-03 00:00:00+05:30,266.55,270.0,262.0,267.65,1061181,NIACL
2024-09-04 00:00:00+05:30,263.05,266.0,261.0,262.05,738721,NIACL
2024-09-05 00:00:00+05:30,262.5,266.9,262.35,264.45,687608,NIACL
2024-09-06 00:00:00+05:30,262.5,265.4,246.0,249.6,1763133,NIACL
2024-09-09 00:00:00+05:30,255.0,262.7,250.55,257.05,4477489,NIACL
2024-09-10 00:00:00+05:30,257.4,257.4,246.5,247.5,1716743,NIACL
2024-09-11 00:00:00+05:30,249.3,249.5,236.25,237.75,1168751,NIACL
2024-09-12 00:00:00+05:30,241.9,247.9,240.2,244.65,1332959,NIACL
2024-09-13 00:00:00+05:30,245.9,248.25,243.8,244.55,526619,NIACL
2024-09-16 00:00:00+05:30,245.3,245.3,240.1,240.9,511070,NIACL
2024-09-17 00:00:00+05:30,241.9,242.8,238.55,240.15,428265,NIACL
2024-09-18 00:00:00+05:30,240.15,242.65,232.0,233.7,1079713,NIACL
2024-09-19 00:00:00+05:30,237.4,237.5,226.65,233.15,794266,NIACL
2024-09-20 00:00:00+05:30,234.95,235.95,229.2,233.0,1176685,NIACL
2024-09-23 00:00:00+05:30,234.05,241.95,233.8,236.6,1086506,NIACL
2024-09-24 00:00:00+05:30,237.0,237.8,233.05,234.1,572203,NIACL
2024-09-25 00:00:00+05:30,234.1,245.0,231.0,237.85,3003857,NIACL
