date,open,high,low,close,volume,ticker
2024-05-24 00:00:00+05:30,21.8,21.8,21.0,21.1,3494055,SALASAR
2024-05-27 00:00:00+05:30,21.1,21.3,20.8,20.85,3342588,SALASAR
2024-05-28 00:00:00+05:30,20.9,20.95,20.15,20.35,2857379,SALASAR
2024-05-29 00:00:00+05:30,20.3,21.35,20.2,21.35,7927979,SALASAR
2024-05-30 00:00:00+05:30,21.4,21.4,20.3,20.6,5211198,SALASAR
2024-05-31 00:00:00+05:30,20.5,20.5,19.7,20.05,5023345,SALASAR
2024-06-03 00:00:00+05:30,20.9,21.0,20.0,20.05,4765448,SALASAR
2024-06-04 00:00:00+05:30,20.35,20.35,19.05,19.05,6123017,SALASAR
2024-06-05 00:00:00+05:30,19.05,19.6,18.1,19.2,6679282,SALASAR
2024-06-06 00:00:00+05:30,19.9,20.15,19.65,20.15,3895394,SALASAR
2024-06-07 00:00:00+05:30,20.0,20.35,19.9,20.1,3549484,SALASAR
2024-06-10 00:00:00+05:30,20.79,20.79,19.96,20.0,3977191,SALASAR
2024-06-11 00:00:00+05:30,19.97,20.2,19.65,20.03,5975230,SALASAR
2024-06-12 00:00:00+05:30,19.81,20.41,19.81,19.95,9542978,SALASAR
2024-06-13 00:00:00+05:30,19.95,20.16,19.92,19.94,4684966,SALASAR
2024-06-14 00:00:00+05:30,20.03,20.09,19.8,19.83,8613482,SALASAR
2024-06-18 00:00:00+05:30,20.0,20.7,19.93,20.06,10536328,SALASAR
2024-06-19 00:00:00+05:30,20.18,20.4,19.77,19.86,8708064,SALASAR
2024-06-20 00:00:00+05:30,19.96,19.99,19.71,19.78,8817634,SALASAR
2024-06-21 00:00:00+05:30,19.88,19.99,19.53,19.6,3527327,SALASAR
2024-06-24 00:00:00+05:30,19.69,20.16,19.4,19.85,5267077,SALASAR
2024-06-25 00:00:00+05:30,19.83,20.05,19.4,19.44,6210593,SALASAR
2024-06-26 00:00:00+05:30,19.5,19.74,18.98,19.02,22646262,SALASAR
2024-06-27 00:00:00+05:30,19.04,19.26,18.38,18.48,7785546,SALASAR
2024-06-28 00:00:00+05:30,18.42,18.84,18.0,18.21,9439681,SALASAR
2024-07-01 00:00:00+05:30,18.3,18.69,18.19,18.43,4806025,SALASAR
2024-07-02 00:00:00+05:30,18.52,19.35,18.43,19.34,13381790,SALASAR
2024-07-03 00:00:00+05:30,19.35,19.6,18.84,19.22,7290114,SALASAR
2024-07-04 00:00:00+05:30,19.31,19.44,18.9,18.98,4367067,SALASAR
2024-07-05 00:00:00+05:30,18.98,19.05,18.7,18.88,3885632,SALASAR
2024-07-08 00:00:00+05:30,18.98,19.2,18.81,19.0,5315113,SALASAR
2024-07-09 00:00:00+05:30,19.01,19.06,18.64,18.72,3715554,SALASAR
2024-07-10 00:00:00+05:30,18.65,18.77,18.22,18.41,3972867,SALASAR
2024-07-11 00:00:00+05:30,18.5,19.0,18.46,18.68,3662406,SALASAR
2024-07-12 00:00:00+05:30,18.7,18.77,18.15,18.32,4739868,SALASAR
2024-07-15 00:00:00+05:30,18.41,18.69,18.1,18.33,4103988,SALASAR
2024-07-16 00:00:00+05:30,18.42,18.5,18.21,18.23,2825369,SALASAR
2024-07-18 00:00:00+05:30,18.21,18.27,17.66,17.87,4616099,SALASAR
2024-07-19 00:00:00+05:30,17.85,18.09,17.55,17.65,3977593,SALASAR
2024-07-22 00:00:00+05:30,17.5,17.9,17.29,17.53,3587611,SALASAR
2024-07-23 00:00:00+05:30,17.77,18.2,17.0,17.51,5446270,SALASAR
2024-07-24 00:00:00+05:30,17.67,18.34,17.55,17.88,4763674,SALASAR
2024-07-25 00:00:00+05:30,17.98,18.23,17.8,17.93,2613679,SALASAR
2024-07-26 00:00:00+05:30,17.93,18.1,17.7,17.86,4266857,SALASAR
2024-07-29 00:00:00+05:30,17.97,18.52,17.89,18.05,4205387,SALASAR
2024-07-30 00:00:00+05:30,18.5,18.78,18.26,18.41,4166849,SALASAR
2024-07-31 00:00:00+05:30,18.68,18.69,18.2,18.27,2327698,SALASAR
2024-08-01 00:00:00+05:30,18.38,18.48,17.99,18.01,2765572,SALASAR
2024-08-02 00:00:00+05:30,17.61,18.14,17.61,17.99,2266062,SALASAR
2024-08-05 00:00:00+05:30,17.5,17.73,17.09,17.27,4908547,SALASAR
2024-08-06 00:00:00+05:30,17.2,17.7,16.9,16.94,3714675,SALASAR
2024-08-07 00:00:00+05:30,17.2,18.05,16.95,17.57,3345163,SALASAR
2024-08-08 00:00:00+05:30,17.57,17.92,17.56,17.73,2039582,SALASAR
2024-08-09 00:00:00+05:30,17.75,17.96,17.5,17.61,1639372,SALASAR
2024-08-12 00:00:00+05:30,17.5,17.59,17.1,17.34,3725816,SALASAR
2024-08-13 00:00:00+05:30,17.39,17.69,17.04,17.11,2383676,SALASAR
2024-08-14 00:00:00+05:30,17.56,17.56,16.2,16.52,3816697,SALASAR
2024-08-16 00:00:00+05:30,16.59,17.09,16.53,16.93,3837182,SALASAR
2024-08-19 00:00:00+05:30,17.5,18.62,17.27,18.61,17891004,SALASAR
2024-08-20 00:00:00+05:30,19.09,19.75,19.05,19.19,16851859,SALASAR
2024-08-21 00:00:00+05:30,19.6,19.72,18.53,19.17,9895202,SALASAR
2024-08-22 00:00:00+05:30,19.45,19.55,18.9,19.0,8613573,SALASAR
2024-08-23 00:00:00+05:30,19.0,19.2,18.0,18.49,17172739,SALASAR
2024-08-26 00:00:00+05:30,18.59,18.64,17.65,17.77,7850261,SALASAR
2024-08-27 00:00:00+05:30,17.77,18.12,17.43,17.48,7378050,SALASAR
