date,open,high,low,close,volume,ticker
2024-05-24 00:00:00+05:30,3406.0,3457.85,3355.6,3384.95,3473668,ADANIENT
2024-05-27 00:00:00+05:30,3358.0,3358.0,3267.05,3289.05,2582485,ADANIENT
2024-05-28 00:00:00+05:30,3309.65,3329.5,3229.05,3244.05,1621168,ADANIENT
2024-05-29 00:00:00+05:30,3250.0,3322.9,3212.0,3258.8,1910729,ADANIENT
2024-05-30 00:00:00+05:30,3254.0,3274.3,3174.5,3194.25,1990208,ADANIENT
2024-05-31 00:00:00+05:30,3225.25,3434.45,3225.25,3411.35,6384589,ADANIENT
2024-06-03 00:00:00+05:30,3725.0,3743.9,3586.05,3645.25,8511359,ADANIENT
2024-06-04 00:00:00+05:30,3520.0,3520.0,2733.95,2941.25,20306909,ADANIENT
2024-06-05 00:00:00+05:30,3030.0,3150.0,2750.0,3115.35,8778345,ADANIENT
2024-06-06 00:00:00+05:30,3184.0,3222.4,3137.15,3185.65,5873271,ADANIENT
2024-06-07 00:00:00+05:30,3170.4,3233.75,3151.6,3219.55,4740455,ADANIENT
2024-06-10 00:00:00+05:30,3267.0,3284.4,3205.5,3220.1,4935698,ADANIENT
2024-06-11 00:00:00+05:30,3224.0,3265.0,3195.05,3221.25,4173692,ADANIENT
2024-06-12 00:00:00+05:30,3224.9,3245.0,3208.0,3219.05,3022477,ADANIENT
2024-06-13 00:00:00+05:30,3230.0,3254.0,3207.25,3224.8,3202978,ADANIENT
2024-06-14 00:00:00+05:30,3225.0,3275.0,3221.1,3261.75,4224855,ADANIENT
2024-06-18 00:00:00+05:30,3310.0,3345.0,3287.2,3309.05,1755612,ADANIENT
2024-06-19 00:00:00+05:30,3314.0,3314.0,3226.3,3261.9,1419264,ADANIENT
2024-06-20 00:00:00+05:30,3263.9,3315.0,3240.0,3259.45,1366545,ADANIENT
2024-06-21 00:00:00+05:30,3265.05,3277.1,3176.4,3189.3,4697655,ADANIENT
2024-06-24 00:00:00+05:30,3185.75,3214.8,3135.0,3194.6,3261647,ADANIENT
2024-06-25 00:00:00+05:30,3204.75,3208.45,3156.35,3171.1,1694962,ADANIENT
2024-06-26 00:00:00+05:30,3169.05,3187.7,3163.9,3170.5,2142889,ADANIENT
2024-06-27 00:00:00+05:30,3177.0,3202.25,3150.0,3175.15,5114980,ADANIENT
2024-06-28 00:00:00+05:30,3190.0,3211.95,3157.0,3177.15,960905,ADANIENT
2024-07-01 00:00:00+05:30,3179.95,3193.15,3157.55,3183.8,832170,ADANIENT
2024-07-02 00:00:00+05:30,3179.85,3207.8,3131.05,3153.2,1490844,ADANIENT
2024-07-03 00:00:00+05:30,3158.0,3194.55,3147.75,3190.95,1152522,ADANIENT
2024-07-04 00:00:00+05:30,3192.0,3194.45,3138.05,3144.25,1055391,ADANIENT
2024-07-05 00:00:00+05:30,3143.9,3158.55,3123.95,3147.9,663988,ADANIENT
2024-07-08 00:00:00+05:30,3147.9,3158.2,3075.0,3113.6,1155112,ADANIENT
2024-07-09 00:00:00+05:30,3115.95,3158.0,3100.5,3110.75,922403,ADANIENT
2024-07-10 00:00:00+05:30,3120.1,3127.25,3063.4,3096.0,586710,ADANIENT
2024-07-11 00:00:00+05:30,3118.7,3129.8,3074.1,3078.3,899781,ADANIENT
2024-07-12 00:00:00+05:30,3090.0,3098.8,3058.35,3065.45,756036,ADANIENT
2024-07-15 00:00:00+05:30,3066.1,3103.5,3058.35,3090.4,724174,ADANIENT
2024-07-16 00:00:00+05:30,3110.0,3137.75,3096.1,3109.3,988357,ADANIENT
2024-07-18 00:00:00+05:30,3106.0,3111.0,3057.15,3092.2,1021653,ADANIENT
2024-07-19 00:00:00+05:30,3092.0,3094.5,3000.0,3005.7,1026941,ADANIENT
2024-07-22 00:00:00+05:30,3005.7,3026.9,2972.15,3000.85,662085,ADANIENT
2024-07-23 00:00:00+05:30,3020.0,3038.0,2886.35,2995.35,1443331,ADANIENT
2024-07-24 00:00:00+05:30,2995.35,3007.5,2959.3,2970.7,693702,ADANIENT
2024-07-25 00:00:00+05:30,2960.7,3017.65,2945.1,2973.5,1105721,ADANIENT
2024-07-26 00:00:00+05:30,2995.0,3109.0,2988.1,3080.5,1942427,ADANIENT
2024-07-29 00:00:00+05:30,3094.3,3120.35,3074.0,3089.35,1037474,ADANIENT
2024-07-30 00:00:00+05:30,3092.0,3155.0,3066.65,3128.75,1647048,ADANIENT
2024-07-31 00:00:00+05:30,3141.0,3197.5,3135.0,3169.4,2414005,ADANIENT
2024-08-01 00:00:00+05:30,3180.0,3258.0,3151.7,3217.25,6149883,ADANIENT
