date,open,high,low,close,volume,ticker
2024-05-24 00:00:00+05:30,152.55,153.15,151.5,151.8,854424,DEVYANI
2024-05-27 00:00:00+05:30,151.85,153.5,150.7,152.1,1388615,DEVYANI
2024-05-28 00:00:00+05:30,150.9,152.35,150.9,151.4,721960,DEVYANI
2024-05-29 00:00:00+05:30,151.2,153.05,150.8,151.15,1270488,DEVYANI
2024-05-30 00:00:00+05:30,151.25,152.2,149.75,151.75,1647394,DEVYANI
2024-05-31 00:00:00+05:30,152.25,155.85,150.25,154.0,3169043,DEVYANI
2024-06-03 00:00:00+05:30,157.0,157.0,151.35,152.95,2928833,DEVYANI
2024-06-04 00:00:00+05:30,153.1,153.55,142.45,149.1,1654846,DEVYANI
2024-06-05 00:00:00+05:30,150.0,162.5,145.3,161.3,6305243,DEVYANI
2024-06-06 00:00:00+05:30,161.55,172.0,161.0,170.85,9294305,DEVYANI
2024-06-07 00:00:00+05:30,170.85,176.9,168.9,172.05,4646002,DEVYANI
2024-06-10 00:00:00+05:30,173.05,180.95,172.05,177.03,5571883,DEVYANI
2024-06-11 00:00:00+05:30,178.99,179.2,177.1,178.53,1987120,DEVYANI
2024-06-12 00:00:00+05:30,178.53,180.75,178.0,180.05,2344293,DEVYANI
2024-06-13 00:00:00+05:30,180.05,180.2,177.05,179.98,1855620,DEVYANI
2024-06-14 00:00:00+05:30,180.0,180.0,177.01,178.39,1660818,DEVYANI
2024-06-18 00:00:00+05:30,178.48,178.5,172.8,174.42,2650677,DEVYANI
2024-06-19 00:00:00+05:30,174.54,175.95,170.0,171.61,2415639,DEVYANI
2024-06-20 00:00:00+05:30,170.9,171.81,167.7,168.27,1457834,DEVYANI
2024-06-21 00:00:00+05:30,171.64,174.59,170.01,171.39,6710169,DEVYANI
2024-06-24 00:00:00+05:30,171.2,171.2,167.9,170.07,750819,DEVYANI
2024-06-25 00:00:00+05:30,170.0,172.1,167.0,167.43,923196,DEVYANI
2024-06-26 00:00:00+05:30,166.93,168.1,165.55,166.16,1275177,DEVYANI
2024-06-27 00:00:00+05:30,165.5,166.85,162.88,163.42,939736,DEVYANI
2024-06-28 00:00:00+05:30,163.45,165.77,162.5,164.71,1839744,DEVYANI
2024-07-01 00:00:00+05:30,165.99,170.49,165.02,166.88,1882915,DEVYANI
2024-07-02 00:00:00+05:30,167.2,168.47,165.1,167.5,1048085,DEVYANI
2024-07-03 00:00:00+05:30,166.5,168.51,165.45,168.0,1620214,DEVYANI
2024-07-04 00:00:00+05:30,167.5,169.29,166.7,167.89,686359,DEVYANI
2024-07-05 00:00:00+05:30,166.78,167.1,164.85,165.29,863278,DEVYANI
2024-07-08 00:00:00+05:30,165.35,169.4,163.0,164.75,1151236,DEVYANI
2024-07-09 00:00:00+05:30,165.0,167.0,163.98,166.31,1300680,DEVYANI
2024-07-10 00:00:00+05:30,166.0,166.28,162.21,163.64,922503,DEVYANI
2024-07-11 00:00:00+05:30,164.03,164.5,162.4,162.79,748499,DEVYANI
2024-07-12 00:00:00+05:30,164.0,164.0,161.5,163.03,4737541,DEVYANI
2024-07-15 00:00:00+05:30,163.95,172.0,162.21,170.07,7714646,DEVYANI
2024-07-16 00:00:00+05:30,170.98,175.36,170.0,174.37,3119633,DEVYANI
2024-07-18 00:00:00+05:30,175.5,177.8,170.88,176.08,3208562,DEVYANI
2024-07-19 00:00:00+05:30,176.08,176.08,171.25,175.22,2131785,DEVYANI
2024-07-22 00:00:00+05:30,175.0,179.85,172.12,176.2,3414258,DEVYANI
2024-07-23 00:00:00+05:30,173.0,177.0,168.2,175.59,2453241,DEVYANI
2024-07-24 00:00:00+05:30,174.15,182.0,174.02,181.11,3213952,DEVYANI
2024-07-25 00:00:00+05:30,179.05,181.99,176.5,179.34,2700020,DEVYANI
2024-07-26 00:00:00+05:30,179.18,180.25,175.1,176.94,1493145,DEVYANI
2024-07-29 00:00:00+05:30,178.0,180.3,175.32,179.98,3374662,DEVYANI
2024-07-30 00:00:00+05:30,180.0,182.95,179.25,181.32,2396828,DEVYANI
2024-07-31 00:00:00+05:30,181.32,182.25,178.37,179.34,1463827,DEVYANI
2024-08-01 00:00:00+05:30,178.0,179.0,173.5,174.11,2952243,DEVYANI
2024-08-02 00:00:00+05:30,170.11,179.0,170.1,177.85,2202970,DEVYANI
2024-08-05 00:00:00+05:30,174.1,188.57,167.0,181.27,16601519,DEVYANI
2024-08-06 00:00:00+05:30,183.0,183.89,174.16,179.95,5615383,DEVYANI
2024-08-07 00:00:00+05:30,181.0,181.94,175.12,176.8,1991867,DEVYANI
2024-08-08 00:00:00+05:30,176.85,177.15,173.4,175.0,1799742,DEVYANI
2024-08-09 00:00:00+05:30,176.0,178.5,172.01,172.55,1086334,DEVYANI
2024-08-12 00:00:00+05:30,172.5,172.9,167.92,171.46,4111802,DEVYANI
2024-08-13 00:00:00+05:30,173.0,173.0,167.02,167.68,651473,DEVYANI
2024-08-14 00:00:00+05:30,169.94,171.2,165.66,170.43,1894617,DEVYANI
2024-08-16 00:00:00+05:30,170.6,173.45,167.37,170.31,4760837,DEVYANI
2024-08-19 00:00:00+05:30,171.2,173.9,169.1,169.76,1289807,DEVYANI
2024-08-20 00:00:00+05:30,170.8,171.62,169.21,169.82,2480219,DEVYANI
2024-08-21 00:00:00+05:30,170.35,177.0,170.11,175.12,1667483,DEVYANI
2024-08-22 00:00:00+05:30,176.5,182.95,176.5,181.39,5309649,DEVYANI
2024-08-23 00:00:00+05:30,182.15,191.33,181.45,184.92,16373728,DEVYANI
2024-08-26 00:00:00+05:30,185.93,188.5,178.88,179.47,2986986,DEVYANI
2024-08-27 00:00:00+05:30,180.0,183.6,177.2,177.52,2932597,DEVYANI
2024-08-28 00:00:00+05:30,179.15,183.3,178.17,178.81,2968757,DEVYANI
2024-08-29 00:00:00+05:30,179.3,181.9,175.65,175.97,1634434,DEVYANI
2024-08-30 00:00:00+05:30,177.2,177.94,174.76,175.91,2122411,DEVYANI
2024-09-02 00:00:00+05:30,177.39,177.67,174.96,175.89,601517,DEVYANI
2024-09-03 00:00:00+05:30,175.9,179.8,175.9,179.06,1105575,DEVYANI
